mlb_api_id,team_abbreviation,status,2026,acquired
668904,SHS,O3,0.7,D2017
669461,STL,A1,0.7,T 11/22 (SPR)
695734,PTR,O1,0.5,D 2021
596019,DEL,FA1,9.7763,T 11/23 (BAR)
641793,MEM,FA1,11.9071468,D 2016
669193,LAK,O,0,D 2019
663893,NEW,O2,0.6,D 2017
681432,NEW,O2,0,T 1/23 (SPR)
594902,SHS,FA1,0.74,FA 1/24 (G)
682988,GIL,O1,0.4,T 11/23 (GIL)
663604,SPR,O1,0.5,R5 2025 (MAI)/D 2018
666157,SHS,A1,6.056198,D2019
679845,SIL,O2,0.5,T 10/22 (BBS)
669674,SAN,A2,4,D 2016
675920,WYO,O1,0.5,R5 2025 (GIL)/D 2021
694388,LRR,O2,0.6,D 2021
605347,EMP,FA1,3.559812,D 2011
625643,MEM,FA4,5,FA 1/26
641154,SAN,FA4,15.986431,T 10/17 (MIN)
672640,SIL,FA1,10.27824,FA 1/25
682052,SPR,O1,0.5,T 11/25 (GIL)
695418,PON,O1,0.5,D 2023
547179,SIL,FA1,11.928204,FA 1/26
702795,CHI,O,0,D 2021
666139,MAI,A2,0.8181064,T 7/17 (SIL)
663993,SAN,FA1,9.9816,D 2016
664040,SAN,FA1,5.4043728,D 2016
664192,SAN,FA1,0.74,FA 8/25
682617,MAI,O2,0,D 2019
683090,RIV,O1,0.4,D 2019
607625,SHS,FA2,16.481378,FA 1/26
664770,LAK,FA1,1.85055852,FA 1/25
666158,PTR,A3,1.151513,D 2016
666200,MEM,A3,13.44878462,D 2017
663738,SHS,FA3,3.144768,FA 1/26
592518,EMP,FA3,10.645532,D 2010
680862,MEM,O1,0.4,D 2018
671936,VAN,O,0,T 1/26 (STL)
680744,NEW,O,0,D 2022
641816,MAI,FA2,5.6,FA 1/24 (G)
455117,RIV,FA1,0.48,FA 1/25
669234,PUG,O2,0.5,T 4/25 (BBS)
640455,SAR,FA1,13.131313,FA 1/23 (G)
663968,CLI,O1,0.5,D 2019
666201,SAN,A2,0.74,D 2019
700932,LRR,O2,0.6,T 7/24 (SCS)
665561,SIL,A2,0.5,T 11/20 (DEL)
676760,PUG,A1,0.4,D 2021
608566,LRR,FA1,2.73,FA 1/24 (G)
805300,MAI,O1,0.5,T 7/25 (DEL)
669016,ECB,A2,3.002607577,T 11/15 (SCS)
679525,LAK,O2,0.425648,D 2019
665896,LAK,FA1,0.4,FA 1/25
516782,PHO,FA1,3.095822,FA 1/24 (G)
682622,SAR,O3,0.52723148,D 2021
606466,SCS,FA2,14.26843418,T 11/24 (BBS) (G)
455119,JAC,FA1,5.553028984,T 11/21 (DEL)
663436,NOR,A1,0.695,D 2018
668885,SHS,O2,0.507231,D 2020
682619,CHI,O,0,D 2019
682657,CLI,O2,0.6,D 2021
607259,PTR,FA1,13.928991,FA 1/26
679885,SHS,FA4,3.675,T 11/25 (SCS)
686681,SHS,A1,0.56,T 7/22 (BAR)
670156,CHA,FA1,0.48,FA 1/25
622761,BBS,A2,0.74,T 10/22 (BAR)
664208,STL,FA2,4.410001,FA 1/24 (G)
682641,SHS,O2,0.4,T 10/22 (SCS)
673513,WYO,FA2,3.15,FA 1/26
694728,PTR,O,0,D 2023
805673,WYO,O2,0.4604476,R5 2024 (LAK)
676755,GIL,FA1,1.188911,FA 7/25
571927,CHA,FA1,4.8,T 2/25 (MEM)
677595,LRR,O3,0.55537,D 2018
687209,GIL,O,0,T 12/25 (PUG)
669160,GIL,A3,0.4,D 2016
691785,MEM,O1,0.435736,T 7/23 (MIN)
691723,LRR,O1,0.4063332,T 7/25 (SCS)
800049,PUG,O2,0.4,D 2357
685112,SHS,O1,0.5,R5 2025 (MAI)/D 2020
543510,MAI,FA1,0.754267,FA 1/26
664983,SAN,A1,0.6868976,D 2018
670766,EMP,O1,0,CW 1/23
663556,EMP,A2,0.56,T 10/19 (GIL)
676801,SAC,A2,0.421,D 2017
687529,SHS,O2,0.4,D 2019
457705,PTR,FA1,6.270219,FA 1/26
680729,PON,O,0,D 2022
694646,VAN,O,0,T 5/25 (SAC)
686790,PON,O,0,D 2019
676046,STL,O1,0.5,R5 2025 (LRR)/D 2021
694909,SPR,O,0,T 3/25 (NEW)
700241,SIL,O,0,T 10/25 (GIL)
624512,MAI,A3,0.4944,D 2013
663474,SHS,FA2,0.4,FA 1/26
656716,ECB,A2,3.47779172,D 2016
680574,GIL,O3,0.7,D 2021
690997,DEL,O1,0.5,D 2023
641857,STL,FA2,11.60967,FA 1/26
643446,CHI,FA1,7.50082608,D 2016
678554,JAC,O2,0.4,T 11/23 (LAK)
678009,MEM,O3,0.7,T 5/23 (MIN)
683232,EMP,O1,0.5,D 2018
665622,SHS,O3,0.4,D2017
656731,BBS,FA1,0.882980423,T 11/25 (VAN)
656730,DEL,A1,1.716521,D 2018
805367,JAC,O1,0.5,D 2022
675848,ECB,FA4,4.087778,FA 1/26
689200,MEM,O1,0.4,D 2022
675512,NEW,O1,0.5,T 6/23 (SAC)
691441,MEM,O,0,D 2021
701538,NOR,O2,0.6,D 2021
670223,STL,FA1,0.4,FA 1/25
683748,SHS,O ,0,WC 1/25
800048,SCS,O,0,D 2023
682825,VAN,O,0,D 2019
676974,MAI,O2,0.4,D 2020
676694,SAC,A2,2.571289,D 2017
571945,RIV,FA1,5.240263,FA 1/26
686452,SCS,O1,0.5,D 2021
571946,BBS,FA1,2.001318,FA 1/26
676272,DEL,O2,0.4,T 11/21 (QCL)
682243,ECB,O2,0.6,D 2021
669062,ECB,O1,0.6,T 11/23 (CLI)
695243,MAI,O3,0.7,D 2021
571948,VAN,FA2,1.960087,FA 1/26
694819,CHI,O1,0.5,D 2022
670224,MEM,O1,0.4,T 5/23 (MIN)
669003,CLI,O3,0.7,D2020
663554,SHS,A3,4.273588,D 2018
669387,PUG,O3,0.7,D 2020
655316,STL,FA3,3.732752,FA 1/24 (G)
660162,ECB,FA1,0.50085,FA 1/25
666160,CLI,A1,0.4672968,T 7/19 (MIN)
593423,CHA,FA1,0.4,FA 1/26
606160,LAK,FA2,2.365489,FA 1/26
672456,VAN,O2,0.414,T 11/25 (GIL)
695657,JAC,O1,0.5,T 1/25 (SCS)
656756,RIV,FA1,0.99,FA 1/26
682254,SIL,O1,0.4,D 2021
695681,CLI,O1,0.40233312,D 2024
664238,STL,FA1,1.133057,T 1/24 (NEW)
806960,LRR,O,0.5,D 2023
670970,PHO,FA5,7.455604401,FA 4/24
666624,SAN,A1,0.7,D 2018
672515,DEL,O3,0.7,T 11/20 (SCS)
688158,LAK,FA3,2.5,FA 1/26
669212,PTR,A2,0.584767,D 2018
666661,PON,FA1,0.4,FA 1/26
450203,LAK,FA1,5,FA 1/26
663624,PUG,A3,3.056180545,T 1/18 (SAC)
656775,LRR,FA2,4.844491,FA 1/26
571970,SAC,FA3,10.075909,FA 1/26
691777,STL,O1,0.74,T 11/22 (SPR)
662253,CLI,FA5,8.390289,FA 1/26
691548,SPR,O,0,D 2021
669684,CHI,O3,0.4,T 7/22 (BBS)
669221,EMP,A3,2.705850383,T 1/25 (BBS)
667472,CHA,O2,0.41,T 11/25 (NEW)
668964,NEW,O2,0.6,FA 1/24
667297,SCS,FA1,2.758046,FA 1/26
553882,CHI,FA1,0.4,FA 1/26
665966,SCS,O1,0.5,D 2017
666310,GIL,O3,0.7,T 1/22 (DEL)
647304,PUG,FA1,8.54608853,T 7/16 (SIL)
680891,SHS,O,0,T 1/24 (SCS)
669194,LAK,O3,0.7,D 2019
687263,VAN,O3,0.7,D 2022
656794,SAN,FA1,2.90475108,FA 4/25
621028,PTR,FA1,0.504,D 2015
693312,CLI,O2,0.6,T 11/23 (BBS)
680951,SIL,O,0,D 2022
607043,JAC,FA1,14.9551644,T 1/20 (BOU)
678877,MAI,O2,0.4,D 2019
605400,ECB,FA4,8.421611,FA 1/26
543592,SPR,FA1,0,FA 1/25
663457,CHA,FA1,5.1928848,T 7/25 (SCS)
681393,GIL,O2,0.53537,D 2021
683083,PUG,O1,0.5,T 1/25 (SCS)
641927,BBS,FA1,17.253072,FA 1/26
676617,NEW,A1,0.7,FA 7/25
656811,BBS,FA1,8.029995481,T 11/23 (DEL)
701487,PHO,O1,0.4,D 2021
681351,JAC,O2,0.55553496,T 11/23 (SIL)
660271,SPR,FA3,26.4,D 2024
595345,DEL,FA1,2.3824,WC 7/25 (CHA)
621566,PON,FA5,24.295672,FA 1/26
681857,PUG,O3,0.7,D 2018
641933,NOR,FA,4.195596,D 2013
687401,CLI,O2,0.6,T 11/22 (CHA)
673662,SCS,O,0,T 12/22 (CHI)
682847,STL,O3,0.7,T 11/23 (SCS)
679358,PON,O1,0.42,T 11/25 (SCS)
696030,DEL,O1,0.5,D 2021
681546,VAN,O3,0.42,D 2018
670912,SAR,A2,0.6,D 2039
542303,SAC,FA3,7.678819,FA 1/26
689070,RIV,O,0,D 2021
663978,LRR,FA1,0.888,T 7/24 (SCS)
641941,PUG,FA2,5.883364,FA 1/26
686780,LRR,O2,0.6,D 2019
681624,VAN,O2,0.6,D 2018
680700,LAK,A1,0.6774486,T 11/22 (CHA)
641943,SPR,FA1,0.4,FA 1/26
694037,PON,O2,0.6,T 3/24 (SCS)
669467,EMP,A1,0.56,T 11/23 (SCS)
687223,ECB,O,0,D 2022
670623,NEW,A3,5.341294199,D 2050
677347,RIV,O1,0.42,D 2019
680730,STL,O2,0.5,T 1/26 (NEW)
686469,SHS,A1,2.37605,T 7/22 (BAR)
679741,PUG,O,0,D 2019
694477,PUG,O1,0.5,D 2021
592626,SIL,FA1,1.091449,FA 1/26
678894,SAC,O3,0.420056,T 7/25 (GIL)
665161,EMP,A1,2.519411331,T 11/22 (SIL)
686752,RIV,A1,3.442612,T 2022 (SCS)
642547,SPR,HD1,2.793527,D 2062
593974,STL,FA1,0.74,FA 1/25
672724,CHI,FA1,1.219363,FA 1/26
672695,MAI,A2,5.480011037,D 2064
677592,SIL,O3,0.6,T 11/19 (BOU)
527048,ECB,FA1,5.575607,FA 1/26
691587,JAC,O3,0.7,D 2021
672761,LRR,O2,0.6,T 7/20 (STU)
521692,SAN,FA2,10.525341,D 2066
678022,LRR,O,0.4850612,D 2022
663368,SPR,O3,0.7,T 2/26 (PUG)
671976,CHA,O ,0,T 11/25 (NEW)
656849,CLI,A3,8.054057,T 1/26 (SIL)
696275,SAR,O1,0.5,D 2021/R5 2025 (JAC)
695534,SIL,O,0,D 2021
694297,PON,O3,0.7,T 11/25 (SCS)
502054,PHO,FA2,3.273895,FA 1/26
663969,PHO,FA1,0.74,FA 1/25
623465,SAC,FA4,0.42,FA 1/26
683175,WYO,O,0.4,T 7/23 (BBS)
663455,LRR,FA1,0.4,FA 1/26
601713,DEL,FA2,17.120811,D 2082
621363,PHO,FA1,0.75,FA 1/25
593871,SHS,FA1,13.128768,FA 1/23 (G)
519141,DEL,FA1,0.74,FA 1/25
676571,MEM,O,0,D 2018
700249,PTR,O2,0.481,D 2022
676026,CHA,O,0,D 2020
650968,SAR,FA2,0.873158,FA 1/26
519151,PTR,FA1,0.4,FA 1/26
682990,SIL,O3,0.7,D 2019
595777,SHS,FA3,6.665684,FA 1/26
640462,CHI,A1,0.7,D 2106
615698,MEM,FA1,3.833885181,D 2107
700337,CLI,O1,0.488,D 2021
691620,SIL,O,0,T 1/26 (CLI)
500779,PHO,FA1,9.979002991,D 2109
678882,CHI,O2,0.6,D 2019
666142,NOR,A1,0.7,D 2016
663728,NOR,A2,6.462918,D 2018
548384,BBS,FA1,1.256209466,FA 8/25
670042,PTR,FA1,2.552564,FA 1/26
608070,BBS,FA2,15.3524658,D 2115
670990,PTR,FA1,0.48,FA 4/25
682663,PUG,O1,0.5,T 1/25 (SCS)
682868,BBS,O2,0,T 10/25 (GIL)
671218,DEL,O2,0.6,T 7/23 (MIN)
660761,NEW,FA1,0.4,FA 1/26
656876,CHI,FA1,33.384526,FA 1/26
592662,SPR,FA2,7.875,T 11/25 (DEL)
607067,SPR,FA1,6.6,T 7/25 CLI)
592663,PHO,FA3,15.284098,T 4/23 (QCL)
608701,PTR,FA1,0.919519,D 2125
592669,PHO,FA1,3.36,FA 1/25
650859,PHO,FA1,3.515657472,D 2129
668804,PON,FA ,6.5609856,T 11/25 (SAC)
700250,JAC,O2,0.6,T 1/25 (SCS)
680689,SPR,O1,0.5,R5 2025 (LAK)/D 2018
663586,CHA,FA1,10.15817148,T 11/25 (SCS)
690022,NOR,O1,0.5,D 2022
660844,PUG,FA1,0.942832,FA 1/26
656896,EMP,FA1,0.4,FA 1/26
691828,GIL,O,0,D 2019
673357,MAI,A3,2.456061542,D 2143
645302,MEM,FA1,3.9936,T 7/23 (MIN)
694358,SCS,O,0.4,R5 2025 (PTR)/D 2020
677587,SHS,O2,0.52,T 1/20 (BOU)
697812,SIL,O,0,D 2021
677958,CHA,O1,0.4,D 2024
702176,SCS,O1,0.4,T 11/25 (GIL)
663898,PTR,A2,0.497794,D 2148
607074,MEM,FA1,24,FA 1/26
678495,CLI,O2,0.6,T 11/22 (SAC)
699134,CLI,O,0.4,D 2024
684320,GIL,FA4,5.25,T 10/25 (BBS)
682848,LAK,FA5,1.555555,FA 1/26
677594,LAK,HD5,9.108867946,D 2019
593958,SAR,FA2,11.5,FA 1/24 (G)
692230,VAN,O,0,T 11/25 (GIL)
680570,WYO,O2,0.4,T 7/21 (SCS)
669432,ECB,A3,12.59770656,D 2157
643511,MAI,FA2,5.56108,T 11/23 (CLI)
668670,SAC,A2,0.610868,T 11/23 (SAR)
573124,VAN,FA2,3.001944,FA 1/26
500743,BBS,FA1,3.5,T 7/24 (ARB)
679032,JAC,FA1,4.105881,FA 1/26
668942,SAC,FA,2.592708,D 2163
669020,SIL,FA1,0.4,FA 1/26
605447,ECB,FA3,1.500001,FA 1/25
668941,CLI,O3,0.7,D 2166
691011,MEM,O,0,T 5/23 (MIN)
667670,RIV,A2,5.43103,D 2170
666163,NOR,O2,0.4,T11/17 (MIN)
642708,ECB,FA2,2.7783,FA 1/26
693850,PUG,O,0,T 12/25 (GIL)
681468,SPR,O,0,D 2021
605452,EMP,FA1,0.603987,FA 1/26
694738,GIL,O2,0.6,D 2021
660688,LRR,A1,0.4,D 2180
687221,GIL,O1,0.4,D 2022
671131,PTR,O1,0.4,D 2019
668939,SCS,A1,1.73031632,T 1/25 (PUG)
689981,DEL,O,0,T 11/25 (SAC)
657746,SCS,A1,6.482256,T 11/25 (SHS)
685314,PUG,O1,0.4,D 2019
693306,RIV,O1,0.5,R5 2025 (SAR)/D 2021
681870,VAN,O2,0.6,T 5/25 (SAC)
695336,PON,O1,0.458056,T 11/25 (BBS)
519242,SCS,FA1,22.4761152,FA 1/26
650911,EMP,FA4,25.841755,FA 1/23 (G)
660821,SHS,A2,0.763466,D 2192
663776,STL,A3,1.5011192,D 2194
663485,CHI,A1,0.7,D 2019
691594,SCS,O1,0.5,FA 8/25
642701,NEW,FA2,5.271276,FA 8/24
467793,VAN,FA1,2.327934,FA 1/26
623993,SAR,FA1,8.25,FA 1/24 (G)
663574,SCS,FA1,0.5208,FA 1/25
666619,SPR,FA2,0.4,FA 1/26
808963,WYO,FA5,12.17083,FA 1/26
694384,ECB,O2,0.7,D 2023
453286,LAK,FA2,2.263522,FA 1/26
693645,PUG,O1,0.5,D 2023
657376,BBS,FA1,1.193182,T 11/24 (CLI)
669477,MAI,O3,0.545,D 2020
682177,RIV,O2,0.6,D 2018
676914,PON,FA1,5.2,T 1/26 (VAN)
670167,JAC,FA1,3.045974,FA 1/26
680474,JAC,O2,0.6,D 2018
687606,WYO,O,0,T 1/21 (NEW)
656941,NEW,FA3,11.341613,D 2216
680885,SAR,O2,0.6,D 2023
656945,NOR,FA2,3.768138,FA 1/26
687363,RIV,O2,0.6,D 2022
681035,SAR,O1,0.4,D 2021
608369,SAN,FA2,5.491411,D 2222
676664,CHA,A1,1.040492788,T 8/25 (GIL)
678011,ECB,O,0,D 2018
543760,SAC,FA2,13.5,FA 1/25
673540,VAN,FA3,8.671215,FA 1/26
622608,RIV,FA1,1.010795,FA 1/26
622663,SAC,FA1,6.10929,T 11/25 (DEL) G
623149,EMP,FA1,0.4,FA 1/25
693313,CHA,O,0,D 2021
693855,GIL,O2,0.5,R5 12/24 (MEM)
807713,VAN,O1,0.5,D 2023
686218,MAI,O3,0.7,D 2021
657757,RIV,A2,0.483097,T 2022 (SCS)
670097,BBS,FA1,0.4,FA 1/26
663767,CHI,O2,0.4,FA 8/25
672279,BBS,O2,0,FA 6/24
681217,MEM,FA2,0.4,FA 1/25
681006,MEM,O,0,D 2022
802415,NEW,O1,0.5,D 2022
663903,CLI,A3,11.93899072,D 2243
694973,STL,O2,0.6,D 2023
669373,SPR,A3,22.975639,D 2246
686580,RIV,O2,0.6,D 2023
596103,VAN,FA1,2.097466,T 7/24 (BBS)
681343,BBS,O1,0.5,T 11/25 (VAN)
656976,BBS,A3,0.7551816,T 11/24 (CH)
694518,CHA,O,0,T 12/22 (SPR)
642086,ECB,FA1,0.74,FA 1/23 (G)
669257,LAK,FA3,9.062193584,D 2258
669701,NEW,A1,0.7,D 2019
681916,RIV,O,0,D 2022
701358,RIV,O1,0.4,D 2024
671922,SCS,O2,0.6,T 1/25 (JAC)
700363,MEM,O2,0.496,D 2021
605483,VAN,FA2,21.834496,T 11/23 (SCS)
691016,CHI,O3,0.7,D 2020
686765,STL,FA1,0.74,FA 1/25
456781,EMP,FA1,0.4,FA 1/26
624585,SHS,FA1,4.101223,FA 1/25
667755,WYO,O3,0.7,T 7/19 (QCL)
647336,EMP,FA1,0.888,D 2268
624641,MEM,A2,2.471814289,D 2269
672820,VAN,FA2,1.175,T 11/25 (SPR) G
665742,RIV,HD1,11.729746,D 2271
642397,STL,A2,1.728233,D 2270
656986,NOR,O1,0.5,D 2018
642100,SCS,O3,0.7,CW 12/24
687765,WYO,O2,0.4096,D 2019
543807,SAN,FA3,8.056906,D 2272
605488,SAN,FA1,6.7768908,D 2273
687075,DEL,O,0,D 2024
607732,STL,FA1,1.462647,FA 1/26
592773,PTR,FA1,0.708875,FA 1/25
519317,DEL,FA1,5.04002,FA 1/24 (G)
657006,PHO,A2,4.8343544,T 2/25 (NOR)
668715,SPR,O3,0.7,T 2/26 (PUG)
663986,PON,A2,0.7,T 3/24 (SCS)
695776,SHS,O,0,T 1/24 (SCS)
663886,EMP,A1,0.7,D 2284
686993,SIL,O1,0.5,D 2021
592779,PHO,FA1,0.4,FA 1/25
701398,RIV,O,0,D 2022
694813,WYO,O3,0.57881176,D 2020
596115,PON,FA1,8,FA 1/24 (G)
681082,NEW,A1,3.581917,T 6/23 (MIN)
669065,PUG,O2,0.6,D 2019
621381,JAC,FA1,9.705515439,D 2291
676702,PHO,FA1,0.4,FA 1/25
664702,EMP,FA1,0.4,FA 1/25
675911,PON,HD5,1.221768,D 2297
573186,SHS,FA2,0.4,FA 1/26
669704,CHA,O,0,CW 2/2025
663158,MEM,FA1,2.5,FA 1/24 (G)
624133,NEW,FA1,14.023921,D 2303
553993,SPR,FA2,9.787321,D 2304
608372,CHI,FA1,10.210253,FA 1/26
642121,NEW,FA1,0.4,FA 1/26
608718,LAK,FA2,2.025068,FA 1/26
669261,PON,FA1,0.4,FA 1/26
673548,CLI,FA3,13.5,FA 1/24 (G)
694335,STL,O1,0.74,D 2021
621020,NEW,FA2,7.170321,D 2309
700242,LAK,O2,0.6,D 2021
592791,RIV,FA2,7.817499,FA 1/26
665487,BBS,HD2,1.029071,D 2016
643565,SAC,FA ,2.142652,T 5/25 (VAN)
665750,JAC,A3,0.609126283,T 1/25 (SCS)
694374,SPR,O1,0.5,T 2/26 (PUG)
691799,CHI,O,0,D 2024
572191,GIL,FA1,2.746349,T 1/26 (SPR)
621035,JAC,FA1,0.4,FA 1/26
621438,NOR,A2,0.718862,FA 1/19
700187,SAC,O,0,D 2023
691019,NEW,O1,0.5,D 2023
642133,PTR,FA1,3,FA 1/26
677588,JAC,O2,0.4012,D 2019
678906,PON,O,0,T 11/25 (SAC)
669326,EMP,O1,0.5,D 2021
642136,ECB,FA1,0.972,D 2329
573204,SPR,FA1,1.072427604,FA 1/24 (G)
687515,SAR,O1,0.4,T 2/26 (RIV)
677950,SAR,A1,0.42,T 12/20 (SCS)
657041,SAR,FA3,1.184211,FA 1/26
657044,PUG,FA1,1.531511194,T 4/25 (SCS)
668868,RIV,FA1,0.7,FA 1/26
663423,JAC,FA1,0.1263488,FA 1/26
689672,VAN,O1,0.4,T 11/25 (SAC)
694918,CHI,O,0,D 2022
694661,STL,O,0,D 2021
669911,SAN,A1,0.7,T 8/25 (GIL)
686475,SPR,FA1,0,T 2/26 (STL)
804636,JAC,O,0,D 2023
623437,MAI,FA1,1.318275,FA 1/26
679529,SIL,A1,2.560579,D 2020
647351,PTR,FA1,1.906015,FA 1/26
620443,VAN,FA1,0.74,T 1/26 (STL)
650402,NOR,FA3,7.981261,D 2014
678662,LAK,O3,0.7,T 11/23 (PGF)
666211,PHO,FA1,0.749824,FA 1/26
624431,CLI,FA1,1.4557812,D 2348
701655,SCS,O1,0.5,R5 2025 (PUG)/D 2021
669707,LRR,O3,0.6442,T 7/25 (SCS)
642152,SHS,FA2,0.791979,FA 1/26
545361,PUG,FA4,7.852215,FA 1/26
663656,PUG,HD4,8.41626898,D 2356
668930,SAR,O3,0.7,D2018
607208,ECB,FA2,10.10634197,D 2358
457759,LAK,FA1,0.4,FA 1/26
670955,VAN,A2,1.871059,D 2361
570632,PTR,FA1,0.48,D 2364
628711,NOR,FA,1.728,D 2013
649966,PHO,FA1,0.74,FA 1/25
602104,SAC,A2,1.539374,D 2366
682842,SCS,O3,0.7,T 10/21 (SPR)
570482,SAN,FA1,1,FA 1/26
664285,GIL,FA4,23.272742,FA 1/25
671655,CLI,O,0.4,D 2018
701121,PTR,O,0,D 2022
678246,EMP,FA2,1,FA 1/25
672841,LAK,FA1,0.4,T 11/25 (NEW)
545121,PON,FA1,2.48822,T 1/26 (STL)
686973,SAR,O3,0.7,D 2019
662139,STL,A3,6.674872,T 11/23 (SCS)
678024,NOR,O1,0.5,D 2021
681190,NEW,O3,0.7,T 11/22 (MAI)
683734,WYO,A2,0.6,D 2376
543877,PTR,FA1,2.205,FA 1/25
691728,STL,O1,0.74,T 11/22 (CHA)
657077,STL,FA2,0.5292,FA 1/26
434378,STL,FA1,11.181316,FA 1/26
681911,SAC,A2,2.104941,D 2382
676684,NEW,A1,2.272432,T 7/23 (BBS)
668901,SAR,O3,0.7,D 2017
663837,STL,FA3,4,FA 1/26
668723,PON,O,0,T 1/25 (BBS)
678391,VAN,O2,0.5,R5 2024 (LAK)
680767,SPR,O2,0.6,D 2021
683011,SCS,O3,0.7,T 11/23 (PGF)
608723,PUG,FA1,0.4,FA 1/24 (G)
608379,SAC,FA1,10.05791,T 1/23 (GIL)
642180,PTR,FA1,1.2,FA 1/25
664774,JAC,A2,0.74,T 1/23 (PGF)
676572,SPR,FA1,0.4,WC 7/25 (BBS)
695238,CHI,O1,0.5,R5 2025 (LRR)/D 2021
694462,PON,O1,0.5,D 2023
572233,CHA,FA3,6.919101,FA 1/26
592836,EMP,FA1,9,FA 1/24 (G)
691023,PTR,O2,0.4,D 2020
676254,SAC,O3,0.7,D 2018
670242,NEW,O3,0.7,T 6/24 (SIL)
670764,SAC,A2,0.6,T 11/25 (DEL)
686796,CHI,O,0,D 2019
687888,DEL,O1,0.5,FA 1/25
621493,CLI,FA2,9.931,FA 1/25
701542,VAN,O2,0.6,R5 2024 (JAC)
671221,CHA,FA1,1.3125,FA 1/26
696135,VAN,O,0,D 2021
677960,NEW,A2,0.7,D 2409
596133,BBS,FA1,3.012254011,T 11/24 (CHI)
657097,NOR,FA,2.835,FA 1/24 (G)
657277,SAC,HD1,8.734424,D 2412
669711,JAC,FA1,1.5073236,FA 4/24
669330,SAR,A2,0.5,D 2418
669224,SHS,O2,0.6,T 10/25 (GIL)
666214,STL,O3,0.4,T 11/23 (SCS)
669713,MAI,A1,0.4,T 7/25 (DEL)
676059,MAI,O3,0.7,D 2020
689047,SPR,O,0,D 2020
554430,EMP,FA2,20.261993, 1/23 (GIL)
687931,SAC,O,0,D 2022
694376,NOR,O ,0,T 11/21 (DEL)
642201,PUG,FA1,0.6,T 2/26 (SPR)
676477,LRR,A2,3.60287016,T 7/24 (SCS)
696136,NOR,O3,0,D 2021
686894,SPR,FA1,0.4,FA 1/26
700246,DEL,O1,0.5,T 11/23 (BAR)
668909,JAC,O3,0.7,D 2022
592866,LRR,FA1,7.877754,FA 1/26
642207,SAC,FA1,10.87253,D 2433
810938,CHI,O1,0.5,D 2023
621051,ECB,A1,0.5,D 2018
642215,LRR,FA1,0.4,FA 1/26
669060,RIV,FA1,0.775668,FA 1/26
458677,SAN,FA1,0.74,FA 8/25
669717,SAN,O,0,D 2019
805779,SAN,O2,0.6,D 2023
670174,LAK,A1,0.56,T 1/18 (KAN)
668390,CLI,O1,0.5,D 2019
691026,GIL,O3,0.7,T 11/21 (CLI)
621550,SPR,FA1,0,FA 1/26
677951,CHA,HD5,10.3454322,D2019
657136,JAC,FA1,4.492574,FA 1/26
693433,SCS,O3,0.7,D 2022
695578,SCS,O2,0.6,T 10/22 (CHA)
605540,SAR,FA4,7,FA 1/25
680573,SIL,O1,0.5,T 11/23 (PGF)
657140,PON,A3,0.7,T 1/23 (LEX)
680736,LRR,O2,0.503643296,D 2022
642851,CHA,FA1,0.74,FA 8/25
808967,VAN,FA4,21,FA 1/25
642232,ECB,FA1,1.072538426,D 2451
573262,STL,FA1,10.168733,T 11/22 (SCS)
489446,PTR,FA1,6.394832,FA 1/25
592885,BBS,FA2,10.650154,T 11/23 (CHA)
694377,CHI,O,0,T 11/22 (CHA)
807799,MAI,FA1,0.4,FA 1/26
702284,NEW,O1,0.4,D 2022
696285,NOR,O3,0.7,D 2021
687064,SAR,O1,0.5,D 2021
642239,SAC,FA1,0.4,FA 1/26
666171,CHI,O1,0.4,D 2019
672582,CLI,O3,0.7,D 2462
